,cap_grade,delay_grade,overall_grade_avg_of_avgs,overall_grade_direct,speed_grade,time
"('2012-10-01 20:15:00', '2012-10-01 20:20:00')",9.0897666068222627,5.4468412942989213,7.9107069072113347,5.4488957370313305,9.1955128205128212,20:17:30
"('2012-10-01 20:20:00', '2012-10-01 20:25:00')",9.2164179104477615,5.4220779220779223,7.7476420707575073,5.5405844155844157,8.6044303797468356,20:22:30
"('2012-10-01 20:25:00', '2012-10-01 20:30:00')",9.2273534635879226,5.1896813353566005,7.9399919918050372,5.5548811330298431,9.4029411764705877,20:27:30
"('2012-10-01 20:30:00', '2012-10-01 20:35:00')",9.53125,5.1631999999999998,7.8389130522088353,5.6496000000000004,8.8222891566265051,20:32:30
"('2012-10-01 20:35:00', '2012-10-01 20:40:00')",9.2566037735849065,5.3926868044515102,7.8871495442492217,5.5458399576046631,9.0121580547112465,20:37:30
"('2012-10-01 20:40:00', '2012-10-01 20:45:00')",9.2811881188118814,5.2777777777777777,7.9251431037412674,5.5326797385620914,9.2164634146341466,20:42:30
"('2012-10-01 20:45:00', '2012-10-01 20:50:00')",9.5872093023255811,5.34257748776509,8.0120794676646323,5.5709624796084825,9.1064516129032267,20:47:30
"('2012-10-01 20:50:00', '2012-10-01 20:55:00')",9.5173745173745168,5.2316666666666665,7.9895711050629084,5.6261111111111113,9.2196721311475418,20:52:30
"('2012-10-01 20:55:00', '2012-10-01 21:00:00')",9.4439918533604885,5.0954773869346734,7.8576754290916755,5.3383584589614737,9.0335570469798654,20:57:30
"('2012-10-01 21:00:00', '2012-10-01 21:05:00')",9.4979338842975203,5.2971014492753623,7.9664006667465159,5.7240338164251208,9.1041666666666661,21:02:30
"('2012-10-01 21:05:00', '2012-10-01 21:10:00')",9.5882352941176467,5.1801125703564725,7.7944893797960688,5.5284552845528454,8.6151202749140889,21:07:30
"('2012-10-01 21:10:00', '2012-10-01 21:15:00')",9.1227678571428577,5.1638418079096047,7.7549568448725594,5.4180790960451981,8.9782608695652169,21:12:30
"('2012-10-01 21:15:00', '2012-10-01 21:20:00')",9.5912240184757511,5.5169811320754718,8.0680487033202724,5.5534591194968552,9.0959409594095941,21:17:30
"('2012-10-01 21:20:00', '2012-10-01 21:25:00')",9.5079726651480634,5.2018691588785044,7.9297547355660152,5.4604361370716514,9.0794223826714795,21:22:30
"('2012-10-01 21:25:00', '2012-10-01 21:30:00')",10.107611548556431,4.9493670886075947,8.079018421838839,5.6125175808720114,9.1800766283524897,21:27:30
"('2012-10-01 21:30:00', '2012-10-01 21:35:00')",9.8111702127659566,5.0631808278867103,7.9838680865122624,5.4538852578068262,9.0772532188841204,21:32:30
"('2012-10-01 21:35:00', '2012-10-01 21:40:00')",8.8498583569405103,5.3033175355450233,7.6996257499838663,5.3704581358609795,8.9457013574660635,21:37:30
"('2012-10-01 21:40:00', '2012-10-01 21:45:00')",9.375335120643431,5.3401826484018269,7.9930513775605405,5.5616438356164384,9.2636363636363637,21:42:30
"('2012-10-01 21:45:00', '2012-10-01 21:50:00')",9.9081364829396321,5.5242290748898677,8.1859572102346636,5.856828193832599,9.1255060728744937,21:47:30
"('2012-10-01 21:50:00', '2012-10-01 21:55:00')",9.2336683417085421,5.5391304347826091,8.0544522388017725,5.6760869565217389,9.3905579399141637,21:52:30
"('2012-10-01 21:55:00', '2012-10-01 22:00:00')",9.259475218658892,5.65962441314554,8.1868975173861376,5.6338028169014081,9.6415929203539825,21:57:30
