route_id,route_long_name
80,"Zürich, Hohenklingensteig to Zürich, Winzerhalde"
80,"Zürich, Tüffenwies to Zürich, Bahnhof Altstetten"
80,"Zürich, Hohenklingensteig to Zürich, Winzerstrasse"
80,"Zürich, Tüffenwies to Zürich, Winzerhalde"
80,"Zürich, Winzerhalde to Zürich, Hohenklingensteig"
80,"Zürich, Wartau to Zürich, Zwielplatz"
80,"Zürich, Winzerstrasse to Zürich, Wartau"
80,"Zürich, Zwielplatz to Zürich, Meierhofplatz"
80,"Zürich, Goldackerweg to Zürich, Albisrieden"
80,"Zürich, Mötteliweg to Zürich, Chaletweg"
80,"Zürich, Lerchenhalde to Zürich, Schumacherweg"
80,"Zürich, Hönggerberg to Zürich, ETH Hönggerberg"
80,"Zürich, ETH Hönggerberg to Zürich, Lerchenhalde"
80,"Zürich, Glaubtenstrasse Süd to Zürich, Glaubtenstrasse"
80,"Zürich, Schumacherweg to Zürich, Glaubtenstrasse Süd"
80,"Zürich, Glaubtenstrasse to Zürich, Mötteliweg"
80,"Zürich, Max-Bill-Platz to Zürich, Bahnhof Oerlikon Nord"
80,"Zürich, Chaletweg to Zürich, Birchstrasse"
80,"Zürich, Birchstrasse to Zürich, Max-Bill-Platz"
80,"Zürich, Triemli to Zürich, In der Ey"
80,"Zürich, Triemlispital to Zürich, Triemli"
80,"Zürich, In der Ey to Zürich, Goldackerweg"
80,"Zürich, Untermoosstrasse to Zürich, Rautistrasse"
80,"Zürich, Albisrieden to Zürich, Albisriederdörfli"
80,"Zürich, Albisriederdörfli to Zürich, Untermoosstrasse"
80,"Zürich, Lindenplatz to Zürich, Bristenstrasse"
80,"Zürich, Rautistrasse to Zürich, Lindenplatz"
80,"Zürich, Bristenstrasse to Zürich, Bahnhof Altstetten"
80,"Zürich, Triemli to Zürich, Triemli"
89,"Zürich, Im Gut to Zürich, Schaufelbergerstrasse"
89,"Zürich, Bahnhof Altstetten to Zürich, Bristenstrasse"
89,"Zürich, Kappeli to Zürich, Flurstrasse"
89,"Zürich, Baslerstrasse to Zürich, Letzipark West"
89,"Zürich, Bristenstrasse to Zürich, Baslerstrasse"
89,"Zürich, Letzipark West to Zürich, Kappeli"
89,"Zürich, Albisrank to Zürich, Hubertus"
89,"Zürich, Flurstrasse to Zürich, Albisrank"
89,"Zürich, Hubertus to Zürich, Im Gut"
89,"Zürich, Saalsporthalle to Zürich, Brunaupark"
89,"Zürich, Frankental to Zürich, Winzerstrasse Süd"
89,"Zürich, Uetlihof to Zürich, Laubegg"
89,"Zürich, Friesenbergstrasse to Zürich, Im Hagacker"
89,"Zürich, Schaufelbergerstrasse to Zürich, Schweighof"
89,"Zürich, Schweighof to Zürich, Friesenbergstrasse"
89,"Zürich, Hegianwandweg to Zürich, Strassenverkehrsamt"
89,"Zürich, Im Hagacker to Zürich, Hegianwandweg"
89,"Zürich, Strassenverkehrsamt to Zürich, Uetlihof"
89,"Zürich, Saalsporthalle to Zürich, Sihlcity"
89,"Zürich, Laubegg to Zürich, Brunaupark"
89,"Zürich, Brunaupark to Zürich, Saalsporthalle"
89,"Zürich, Geeringstrasse to Zürich, Riedhofstrasse"
89,"Zürich, Heizenholz to Zürich, Geeringstrasse"
89,"Zürich, Riedhofstrasse to Zürich, Frankental"
89,"Zürich, Winzerhalde to Zürich, Hohenklingensteig"
89,"Zürich, Winzerhalde to Zürich, Tüffenwies"
89,"Zürich, Winzerstrasse Süd to Zürich, Hohenklingensteig"
89,"Zürich, Hohenklingensteig to Zürich, Winzerhalde"
89,"Zürich, Bahnhof Altstetten to Zürich, Tüffenwies"
89,"Zürich, Tüffenwies to Zürich, Bahnhof Altstetten"
89,"Zürich, Tüffenwies to Zürich, Winzerhalde"
89,"Zürich, Frankental to Zürich, Riedhofstrasse"
89,"Zürich, Hohenklingensteig to Zürich, Winzerstrasse Süd"
89,"Zürich, Winzerstrasse Süd to Zürich, Frankental"
89,"Zürich, Geeringstrasse to Zürich, Heizenholz"
89,"Zürich, Riedhofstrasse to Zürich, Geeringstrasse"
89,"Zürich, Sihlcity to Zürich, Saalsporthalle"
89,"Zürich, Kappeli to Zürich, Letzipark West"
89,"Zürich, Friesenbergstrasse to Zürich, Schweighof"
89,"Zürich, Uetlihof to Zürich, Strassenverkehrsamt"
89,"Zürich, Brunaupark to Zürich, Laubegg"
89,"Zürich, Laubegg to Zürich, Uetlihof"
89,"Zürich, Hegianwandweg to Zürich, Im Hagacker"
89,"Zürich, Strassenverkehrsamt to Zürich, Hegianwandweg"
89,"Zürich, Im Hagacker to Zürich, Friesenbergstrasse"
89,"Zürich, Im Gut to Zürich, Hubertus"
89,"Zürich, Schweighof to Zürich, Schaufelbergerstrasse"
89,"Zürich, Schaufelbergerstrasse to Zürich, Im Gut"
89,"Zürich, Albisrank to Zürich, Flurstrasse"
89,"Zürich, Hubertus to Zürich, Albisrank"
89,"Zürich, Flurstrasse to Zürich, Kappeli"
89,"Zürich, Bristenstrasse to Zürich, Bahnhof Altstetten"
89,"Zürich, Letzipark West to Zürich, Baslerstrasse"
89,"Zürich, Baslerstrasse to Zürich, Bristenstrasse"
37,"Zürich, Lerchenhalde to Zürich, ETH Hönggerberg"
37,"Zürich, Unteraffoltern to Zürich, Bärenbohlstrasse"
37,"Zürich, Waidhof to Zürich, Schwandenholz"
37,"Zürich, Schwandenholz to Zürich, Unteraffoltern"
37,"Zürich, Bahnhof Affoltern Süd to Zürich, Zehntenhausplatz"
37,"Zürich, Bärenbohlstrasse to Zürich, Bahnhof Affoltern"
37,"Zürich, Bahnhof Affoltern to Zürich, Bahnhof Affoltern Süd"
37,"Zürich, Schauenberg to Zürich, Lerchenrain"
37,"Zürich, Zehntenhausplatz to Zürich, Schauenberg"
37,"Zürich, Lerchenrain to Zürich, Lerchenhalde"
37,"Zürich, Lerchenrain to Zürich, Schauenberg"
37,"Zürich, ETH Hönggerberg to Zürich, Lerchenhalde"
37,"Zürich, Lerchenhalde to Zürich, Lerchenrain"
37,"Zürich, Zehntenhausplatz to Zürich, Bahnhof Affoltern"
37,"Zürich, Schauenberg to Zürich, Zehntenhausplatz"
37,"Zürich, Bahnhof Affoltern to Zürich, Bärenbohlstrasse"
37,
37,"Zürich, Bärenbohlstrasse to Zürich, Unteraffoltern"
37,
37,
37,
184,"Adliswil, Hofackerstrasse to Adliswil, Badstrasse"
184,"Zürich, Dangelstrasse to Zürich, Sunnau"
184,"Zürich, Wollishofen to Zürich, Dangelstrasse"
184,"Adliswil, Tiefacker to Adliswil, Krone"
184,"Adliswil, Grüt to Adliswil, Tiefacker"
184,"Adliswil, Badstrasse to Adliswil, Hofackerstrasse"
184,"Zürich, Widmerstrasse to Zürich, Wollishofen"
184,"Adliswil, Tiefacker to Adliswil, Grüt"
184,"Adliswil, Badstrasse to Adliswil, Krone"
184,"Adliswil, Krone to Adliswil, Tiefacker"
184,"Zürich, Sunnau to Zürich, Dangelstrasse"
184,"Adliswil, Grüt to Zürich, Sunnau"
184,"Zürich, Dangelstrasse to Zürich, Widmerstrasse"
184,"Zürich, Sunnau to Adliswil, Grüt"
184,"Adliswil, Krone to Adliswil, Badstrasse"
184,"Adliswil, Krone to Adliswil, Badstrasse"
184,"Zürich, Sunnau to Adliswil, Grüt"
185,"Adliswil, Bahnhof to Adliswil, Badstrasse"
185,"Adliswil, Moos to Adliswil, Eichenweg"
185,"Zürich, Dangelstrasse to Zürich, Sunnau"
185,"Zürich, Wollishofen to Zürich, Dangelstrasse"
185,"Zürich, Sunnau to Adliswil, Moos"
185,"Kilchberg ZH, Spital to Adliswil, Ahornweg"
185,"Adliswil, Eichenweg to Kilchberg ZH, Spital"
185,"Adliswil, Badstrasse to Adliswil, Bahnhof"
185,"Zürich, Dangelstrasse to Zürich, Widmerstrasse"
185,"Kilchberg ZH, Spital to Adliswil, Eichenweg"
185,"Adliswil, Badstrasse to Adliswil, Hofackerstrasse"
185,"Adliswil, Ahornweg to Kilchberg ZH, Spital"
185,"Adliswil, Moos to Zürich, Sunnau"
185,"Adliswil, Eichenweg to Adliswil, Moos"
185,"Zürich, Sunnau to Zürich, Dangelstrasse"
185,"Zürich, Widmerstrasse to Zürich, Wollishofen"
185,"Adliswil, Hofackerstrasse to Adliswil, Ahornweg"
185,"Adliswil, Ahornweg to Adliswil, Hofackerstrasse"
185,"Adliswil, Ahornweg to Adliswil, Hofackerstrasse"
185,"Adliswil, Hofackerstrasse to Adliswil, Badstrasse"
185,"Adliswil, Hofackerstrasse to Adliswil, Ahornweg"
185,"Adliswil, Hofackerstrasse to Adliswil, Badstrasse"
753,"Fällanden, Gemeindehaus to Fällanden, Industrie"
753,"Zürich, Glockenacker to Zürich, Friedhof Witikon"
753,"Zürich, Carl-Spitteler-Strasse to Zürich, Loorenstrasse"
753,"Zürich, Klusplatz to Zürich, Carl-Spitteler-Strasse"
753,"Zürich, Loorenstrasse to Zürich, Glockenacker"
753,"Pfaffhausen, Sängglen to Pfaffhausen, Pfaffenstein"
753,"Pfaffhausen, Müseren to Pfaffhausen, Feldhof"
753,"Zürich, Friedhof Witikon to Pfaffhausen, Müseren"
753,"Pfaffhausen, Feldhof to Pfaffhausen, Sängglen"
753,"Fällanden, Schützenhaus to Fällanden, Eggler"
753,"Pfaffhausen, Pfaffenstein to Fällanden, Schützenhaus"
753,"Fällanden, Eggler to Fällanden, Gemeindehaus"
753,"Pfaffhausen, Müseren to Zürich, Friedhof Witikon"
753,"Fällanden, Industrie to Fällanden, Gemeindehaus"
753,"Schwerzenbach ZH, Bahnhof to Volketswil, Volkiland Chliriet"
753,"Fällanden, Industrie to Schwerzenbach ZH, Dorf"
753,"Schwerzenbach ZH, Dorf to Schwerzenbach ZH, Bahnhof"
753,"Schwerzenbach ZH, Bahnhof to Schwerzenbach ZH, Dorf"
753,"Volketswil, Volkiland Chliriet to Volketswil, Hofwisen"
753,"Schwerzenbach ZH, Dorf to Fällanden, Industrie"
753,"Fällanden, Schützenhaus to Pfaffhausen, Pfaffenstein"
753,"Fällanden, Gemeindehaus to Fällanden, Eggler"
753,"Fällanden, Eggler to Fällanden, Schützenhaus"
753,"Pfaffhausen, Sängglen to Pfaffhausen, Feldhof"
753,"Pfaffhausen, Pfaffenstein to Pfaffhausen, Sängglen"
753,"Pfaffhausen, Feldhof to Pfaffhausen, Müseren"
753,"Zürich, Loorenstrasse to Zürich, Carl-Spitteler-Strasse"
753,"Zürich, Friedhof Witikon to Zürich, Glockenacker"
753,"Zürich, Glockenacker to Zürich, Loorenstrasse"
753,"Volketswil, Hofwisen to Volketswil, Volkiland Chliriet"
753,"Zürich, Carl-Spitteler-Strasse to Zürich, Klusplatz"
753,"Volketswil, Volkiland Chliriet to Schwerzenbach ZH, Bahnhof"
753,"Volketswil, Hofwisen to Volketswil, Hofwisen"
786,"Fällanden, Schützenhaus to Fällanden, Eggler"
786,"Zürich, Glockenacker to Zürich, Loorenstrasse"
786,"Pfaffhausen, Sängglen to Pfaffhausen, Pfaffenstein"
786,"Zürich, Loorenstrasse to Zürich, Glockenacker"
786,"Fällanden, Industrie to Schwerzenbach ZH, Dorf"
786,"Fällanden, Eggler to Fällanden, Gemeindehaus"
786,"Fällanden, Gemeindehaus to Fällanden, Industrie"
786,"Zürich, Klusplatz to Zürich, Carl-Spitteler-Strasse"
786,"Schwerzenbach ZH, Dorf to Schwerzenbach ZH, Bahnhof"
786,"Zürich, Carl-Spitteler-Strasse to Zürich, Loorenstrasse"
786,"Pfaffhausen, Müseren to Benglen, Gerlisbrunnen"
786,"Zürich, Glockenacker to Zürich, Friedhof Witikon"
786,"Zürich, Friedhof Witikon to Pfaffhausen, Müseren"
786,"Pfaffhausen, Müseren to Pfaffhausen, Feldhof"
786,"Benglen, Gerlisbrunnen to Benglen"
786,"Pfaffhausen, Feldhof to Pfaffhausen, Sängglen"
786,"Zürich, Carl-Spitteler-Strasse to Zürich, Berghaldenstrasse"
786,"Zürich, Kapfstrasse to Zürich, Schlyfi"
786,"Pfaffhausen, Pfaffenstein to Benglen, Gerlisbrunnen"
786,"Zürich, Klusplatz to Zürich, Kapfstrasse"
786,"Zürich, Drusbergstrasse to Zürich, Waserstrasse"
786,"Zürich, Schlyfi to Zürich, Drusbergstrasse"
786,"Zürich, Waserstrasse to Zürich, Carl-Spitteler-Strasse"
786,"Pfaffhausen, Sängglen to Pfaffhausen, Feldhof"
786,"Benglen, Gerlisbrunnen to Pfaffhausen, Pfaffenstein"
786,"Zürich, Berghaldenstrasse to Zürich, Loorenstrasse"
786,"Pfaffhausen, Pfaffenstein to Pfaffhausen, Sängglen"
786,"Pfaffhausen, Müseren to Zürich, Friedhof Witikon"
786,"Pfaffhausen, Feldhof to Pfaffhausen, Müseren"
786,"Zürich, Friedhof Witikon to Zürich, Glockenacker"
786,"Fällanden, Gemeindehaus to Fällanden, Eggler"
786,"Benglen to Benglen, Gerlisbrunnen"
786,"Zürich, Carl-Spitteler-Strasse to Zürich, Klusplatz"
786,"Benglen, Gerlisbrunnen to Fällanden, Schützenhaus"
786,"Zürich, Loorenstrasse to Zürich, Carl-Spitteler-Strasse"
786,"Schwerzenbach ZH, Dorf to Fällanden, Industrie"
786,"Schwerzenbach ZH, Bahnhof to Schwerzenbach ZH, Dorf"
786,"Fällanden, Industrie to Fällanden, Gemeindehaus"
786,"Benglen, Gerlisbrunnen to Pfaffhausen, Müseren"
786,"Fällanden, Eggler to Fällanden, Schützenhaus"
786,"Fällanden, Schützenhaus to Benglen, Gerlisbrunnen"
786,Benglen to Benglen
31,"Zürich, Central to Zürich, Neumarkt"
31,"Zürich, Herdernstrasse to Zürich, Hardplatz"
31,"Zürich, Militär-/Langstrasse to Zürich, Kanonengasse"
31,"Zürich, Güterbahnhof to Zürich, Bäckeranlage"
31,"Zürich, Hardplatz to Zürich, Güterbahnhof"
31,"Zürich, Bäckeranlage to Zürich, Militär-/Langstrasse"
31,"Zürich, Sihlpost to Zürich, Löwenplatz"
31,"Zürich, Kanonengasse to Zürich, Sihlpost"
31,"Zürich, Löwenplatz to Zürich, Bahnhofplatz/HB"
31,"Zürich, Bahnhofplatz/HB to Zürich, Central"
31,"Zürich, Central to Zürich, Bahnhofplatz/HB"
31,"Zürich, Hardplatz to Zürich, Herdernstrasse"
31,"Schlieren, Gasometerbrücke to Schlieren, Mülligen"
31,"Zürich, Kreuzplatz to Zürich, Signaustrasse"
31,"Zürich, Kunsthaus to Zürich, Sprecherstrasse"
31,"Zürich, Neumarkt to Zürich, Kunsthaus"
31,"Zürich, Sprecherstrasse to Zürich, Kreuzplatz"
31,"Schlieren, Zentrum to Schlieren, Wagonsfabrik"
31,"Zürich, Signaustrasse to Zürich, Hegibachplatz"
31,"Schlieren, Wagonsfabrik to Schlieren, Gasometerbrücke"
31,"Zürich, Seidelhof to Zürich, Bahnhof Altstetten"
31,"Zürich, Micafil to Zürich, Farbhof"
31,"Schlieren, Mülligen to Zürich, Micafil"
31,"Zürich, Farbhof to Zürich, Seidelhof"
31,"Zürich, Luggwegstrasse to Zürich, Letzipark"
31,"Zürich, Bahnhof Altstetten to Zürich, Luggwegstrasse"
31,"Zürich, Letzipark to Zürich, SBB-Werkstätte"
31,"Zürich, SBB-Werkstätte to Zürich, Herdernstrasse"
31,"Zürich, Micafil to Schlieren, Mülligen"
31,"Zürich, Luggwegstrasse to Zürich, Bahnhof Altstetten"
31,"Zürich, SBB-Werkstätte to Zürich, Letzipark"
31,"Zürich, Herdernstrasse to Zürich, SBB-Werkstätte"
31,"Zürich, Letzipark to Zürich, Luggwegstrasse"
31,"Zürich, Seidelhof to Zürich, Farbhof"
31,"Zürich, Bahnhof Altstetten to Zürich, Seidelhof"
31,"Zürich, Farbhof to Zürich, Micafil"
31,"Schlieren, Zentrum/Bahnhof to Schlieren, Zentrum"
31,"Schlieren, Gasometerbrücke to Schlieren, Wagonsfabrik"
31,"Schlieren, Mülligen to Schlieren, Gasometerbrücke"
31,"Schlieren, Wagonsfabrik to Schlieren, Zentrum/Bahnhof"
31,"Zürich, Bäckeranlage to Zürich, Güterbahnhof"
31,"Zürich, Militär-/Langstrasse to Zürich, Bäckeranlage"
31,"Zürich, Güterbahnhof to Zürich, Hardplatz"
31,"Zürich, Neumarkt to Zürich, Central"
31,"Zürich, Sprecherstrasse to Zürich, Kunsthaus"
31,"Zürich, Kanonengasse to Zürich, Militär-/Langstrasse"
31,"Zürich, Löwenplatz to Zürich, Sihlpost"
31,"Zürich, Bahnhofplatz/HB to Zürich, Löwenplatz"
31,"Zürich, Sihlpost to Zürich, Kanonengasse"
31,"Zürich, Signaustrasse to Zürich, Kreuzplatz"
31,"Zürich, Hegibachplatz to Zürich, Signaustrasse"
31,"Zürich, Kreuzplatz to Zürich, Sprecherstrasse"
31,"Zürich, Kunsthaus to Zürich, Neumarkt"
31,"Zürich, Hegibachplatz to Zürich, Hegibachplatz"
34,"Zürich, Klusplatz to Zürich, Kapfstrasse"
34,"Zürich, Kapfstrasse to Zürich, Klusplatz"
34,"Zürich, Zweiackerstrasse to Zürich, Kienastenwies"
34,"Zürich, Waserstrasse to Zürich, Carl-Spitteler-Strasse"
34,"Zürich, Schlyfi to Zürich, Drusbergstrasse"
34,"Zürich, Kapfstrasse to Zürich, Schlyfi"
34,"Zürich, Drusbergstrasse to Zürich, Waserstrasse"
34,"Zürich, Berghaldenstrasse to Zürich, Loorenstrasse"
34,"Zürich, Carl-Spitteler-Strasse to Zürich, Berghaldenstrasse"
34,"Zürich, Loorenstrasse to Zürich, Zweiackerstrasse"
34,"Zürich, Berghaldenstrasse to Zürich, Carl-Spitteler-Strasse"
34,"Zürich, Zweiackerstrasse to Zürich, Loorenstrasse"
34,"Zürich, Kienastenwies to Zürich, Zweiackerstrasse"
34,"Zürich, Loorenstrasse to Zürich, Berghaldenstrasse"
34,"Zürich, Waserstrasse to Zürich, Drusbergstrasse"
34,"Zürich, Carl-Spitteler-Strasse to Zürich, Waserstrasse"
34,"Zürich, Drusbergstrasse to Zürich, Schlyfi"
34,"Zürich, Schlyfi to Zürich, Kapfstrasse"
46,"Zürich, Lehenstrasse to Zürich, Rosengartenstrasse"
46,"Zürich, Heizenholz to Zürich, Giblenstrasse"
46,"Zürich, Okenstrasse to Zürich, Stampfenbachplatz"
46,"Zürich, Bahnhof Wipkingen to Zürich, Lettenstrasse"
46,"Zürich, Rosengartenstrasse to Zürich, Bahnhof Wipkingen"
46,"Zürich, Lettenstrasse to Zürich, Okenstrasse"
46,"Zürich, Central to Zürich, Bahnhofquai/HB"
46,"Zürich, Stampfenbachplatz to Zürich, Central"
46,"Zürich, Rütihof to Zürich, Geeringstrasse"
46,"Zürich, Geeringstrasse to Zürich, Heizenholz"
46,"Zürich, Wieslergasse to Zürich, Meierhofplatz"
46,"Zürich, Segantinistrasse to Zürich, Singlistrasse"
46,"Zürich, Giblenstrasse to Zürich, Segantinistrasse"
46,"Zürich, Singlistrasse to Zürich, Wieslergasse"
46,"Zürich, Schwert to Zürich, Kempfhofsteig"
46,"Zürich, Meierhofplatz to Zürich, Schwert"
46,"Zürich, Kempfhofsteig to Zürich, Rebbergsteig"
46,"Zürich, Rebbergsteig to Zürich, Lehenstrasse"
46,"Zürich, Bahnhof Wipkingen to Zürich, Rosengartenstrasse"
46,"Zürich, Singlistrasse to Zürich, Segantinistrasse"
46,"Zürich, Kempfhofsteig to Zürich, Schwert"
46,"Zürich, Lehenstrasse to Zürich, Rebbergsteig"
46,"Zürich, Rosengartenstrasse to Zürich, Lehenstrasse"
46,"Zürich, Rebbergsteig to Zürich, Kempfhofsteig"
46,"Zürich, Meierhofplatz to Zürich, Wieslergasse"
46,"Zürich, Schwert to Zürich, Meierhofplatz"
46,"Zürich, Wieslergasse to Zürich, Singlistrasse"
46,"Zürich, Geeringstrasse to Zürich, Rütihof"
46,"Zürich, Giblenstrasse to Zürich, Heizenholz"
46,"Zürich, Segantinistrasse to Zürich, Giblenstrasse"
46,"Zürich, Heizenholz to Zürich, Geeringstrasse"
46,"Zürich, Stampfenbachplatz to Zürich, Nordstrasse"
46,"Zürich, Bahnhofquai/HB to Zürich, Stampfenbachplatz"
46,"Zürich, Nordstrasse to Zürich, Lettenstrasse"
46,"Zürich, Lettenstrasse to Zürich, Bahnhof Wipkingen"
E,"Zürich, ETH/Universitätsspital to Zürich, Seilbahn Rigiblick"
E,"Zürich, Bucheggplatz to Zürich, Haldenegg"
E,"Zürich, ETH Hönggerberg to Zürich, Bucheggplatz"
E,"Zürich, Haldenegg to Zürich, ETH/Universitätsspital"
E,"Zürich, Bucheggplatz to Zürich, ETH Hönggerberg"
E,"Zürich, Seilbahn Rigiblick to Zürich, Bucheggplatz"
61,"Zürich, Glaubtenstrasse to Zürich, Neuaffoltern"
61,"Zürich, Aspholz to Zürich, Blumenfeldstrasse"
61,"Zürich, Mühlacker to Zürich, Aspholz"
61,"Zürich, Bahnhof Affoltern to Zürich, Zehntenhausplatz"
61,"Zürich, Blumenfeldstrasse to Zürich, Bahnhof Affoltern"
61,"Zürich, Zehntenhausplatz to Zürich, Einfangstrasse"
61,"Zürich, Einfangstrasse to Zürich, Glaubtenstrasse"
61,"Zürich, Einfangstrasse to Zürich, Zehntenhausplatz"
61,"Zürich, Waldgarten to Zürich, Frohburg"
61,"Zürich, Bahnhof Oerlikon to Zürich, Sternen Oerlikon"
61,"Zürich, Oberwiesenstrasse to Zürich, Regensbergbrücke"
61,"Zürich, Neuaffoltern to Zürich, Oberwiesenstrasse"
61,"Zürich, Regensbergbrücke to Zürich, Bahnhof Oerlikon"
61,"Zürich, Dorflinde to Zürich, Friedackerstrasse"
61,"Zürich, Sternen Oerlikon to Zürich, Dorflinde"
61,"Zürich, Friedackerstrasse to Zürich, Waldgarten"
61,"Zürich, Bahnhof Oerlikon to Zürich, Regensbergbrücke"
61,"Zürich, Friedrichstrasse to Zürich, Schwamendingerplatz"
61,"Zürich, Frohburg to Zürich, Friedrichstrasse"
61,"Zürich, Sternen Oerlikon to Zürich, Bahnhof Oerlikon"
61,"Zürich, Oberwiesenstrasse to Zürich, Neuaffoltern"
61,"Zürich, Regensbergbrücke to Zürich, Oberwiesenstrasse"
61,"Zürich, Neuaffoltern to Zürich, Glaubtenstrasse"
61,"Zürich, Glaubtenstrasse to Zürich, Einfangstrasse"
61,"Zürich, Waldgarten to Zürich, Friedackerstrasse"
61,"Zürich, Aspholz to Zürich, Mühlacker"
61,"Zürich, Bahnhof Affoltern to Zürich, Blumenfeldstrasse"
61,"Zürich, Zehntenhausplatz to Zürich, Bahnhof Affoltern"
61,"Zürich, Blumenfeldstrasse to Zürich, Aspholz"
61,"Zürich, Friedrichstrasse to Zürich, Frohburg"
61,"Zürich, Schwamendingerplatz to Zürich, Friedrichstrasse"
61,"Zürich, Frohburg to Zürich, Waldgarten"
61,"Zürich, Dorflinde to Zürich, Sternen Oerlikon"
61,"Zürich, Friedackerstrasse to Zürich, Dorflinde"
62,"Zürich, Unteraffoltern to Zürich, Fronwald"
62,"Zürich, Dorflinde to Zürich, Friedackerstrasse"
62,"Zürich, Sternen Oerlikon to Zürich, Dorflinde"
62,"Zürich, Waldgarten to Zürich, Frohburg"
62,"Zürich, Friedackerstrasse to Zürich, Waldgarten"
62,"Zürich, Frohburg to Zürich, Friedrichstrasse"
62,"Zürich, Friedrichstrasse to Zürich, Schwamendingerplatz"
62,"Zürich, Schwamendingerplatz to Zürich, Friedrichstrasse"
62,"Zürich, Regensbergbrücke to Zürich, Bahnhof Oerlikon"
62,"Zürich, Einfangstrasse to Zürich, Glaubtenstrasse"
62,"Zürich, Bahnhof Affoltern to Zürich, Zehntenhausplatz"
62,"Zürich, Fronwald to Zürich, Bahnhof Affoltern"
62,"Zürich, Zehntenhausplatz to Zürich, Einfangstrasse"
62,"Zürich, Neuaffoltern to Zürich, Oberwiesenstrasse"
62,"Zürich, Glaubtenstrasse to Zürich, Neuaffoltern"
62,"Zürich, Oberwiesenstrasse to Zürich, Regensbergbrücke"
62,"Zürich, Glaubtenstrasse to Zürich, Einfangstrasse"
62,"Zürich, Oberwiesenstrasse to Zürich, Neuaffoltern"
62,"Zürich, Bahnhof Oerlikon to Zürich, Sternen Oerlikon"
62,"Zürich, Neuaffoltern to Zürich, Glaubtenstrasse"
62,"Zürich, Zehntenhausplatz to Zürich, Bahnhof Affoltern"
62,"Zürich, Einfangstrasse to Zürich, Zehntenhausplatz"
62,"Zürich, Bahnhof Affoltern to Zürich, Fronwald"
62,"Zürich, Fronwald to Zürich, Unteraffoltern"
62,"Zürich, Friedackerstrasse to Zürich, Dorflinde"
62,"Zürich, Frohburg to Zürich, Waldgarten"
62,"Zürich, Friedrichstrasse to Zürich, Frohburg"
62,"Zürich, Waldgarten to Zürich, Friedackerstrasse"
62,"Zürich, Sternen Oerlikon to Zürich, Bahnhof Oerlikon"
62,"Zürich, Dorflinde to Zürich, Sternen Oerlikon"
62,"Zürich, Bahnhof Oerlikon to Zürich, Regensbergbrücke"
62,"Zürich, Regensbergbrücke to Zürich, Oberwiesenstrasse"
63,"Zürich, Schwamendingerplatz to Zürich, Tulpenstrasse"
63,"Zürich, Aubrücke to Zürich, Herzogenmühlestrasse"
63,"Zürich, Messe/Hallenstadion to Zürich, Hallenbad Oerlikon"
63,"Zürich, Bahnhof Oerlikon to Zürich, Sternen Oerlikon"
63,"Zürich, Herzogenmühlestrasse to Zürich, Schwamendingerplatz"
63,"Zürich, Sternen Oerlikon to Zürich, Messe/Hallenstadion"
63,"Zürich, Riedgraben to Zürich, Saatlenstrasse"
63,"Zürich, Hallenbad Oerlikon to Zürich, Riedgraben"
63,"Zürich, Saatlenstrasse to Zürich, Dreispitz"
63,"Zürich, Dreispitz to Zürich, Aubrücke"
63,"Zürich, Riedgraben to Zürich, Hallenbad Oerlikon"
63,"Zürich, Herbstweg to Zürich, Saatlenstrasse"
63,"Zürich, Tulpenstrasse to Zürich, Herbstweg"
63,"Zürich, Saatlenstrasse to Zürich, Riedgraben"
63,"Zürich, Messe/Hallenstadion to Zürich, Sternen Oerlikon"
63,"Zürich, Hallenbad Oerlikon to Zürich, Messe/Hallenstadion"
63,"Zürich, Sternen Oerlikon to Zürich, Bahnhof Oerlikon"
66,"Zürich, Brandschenkestrasse to Zürich, Hürlimannplatz"
66,"Zürich, Waffenplatzstrasse to Zürich, Hügelstrasse"
66,"Zürich, Jugendherberge to Zürich, Morgental"
66,"Zürich, Brunau/Mutschellenstr. to Zürich, Thujastrasse"
66,"Zürich, Hügelstrasse to Zürich, Brunau/Mutschellenstr."
66,"Zürich, Thujastrasse to Zürich, Jugendherberge"
66,"Zürich, Kalchbühlweg to Zürich, Widmerstrasse"
66,"Zürich, Morgental to Zürich, Kalchbühlweg"
66,"Zürich, Widmerstrasse to Zürich, Neubühl"
66,"Zürich, Sihlstrasse to Zürich, Brandschenkestrasse"
66,"Zürich, Hügelstrasse to Zürich, Waffenplatz-/Bederstr."
66,"Zürich, Kalchbühlweg to Zürich, Morgental"
66,"Zürich, Neubühl to Zürich, Widmerstrasse"
66,"Zürich, Hürlimannplatz to Zürich, Waffenplatzstrasse"
66,"Zürich, Widmerstrasse to Zürich, Kalchbühlweg"
66,"Zürich, Jugendherberge to Zürich, Thujastrasse"
66,"Zürich, Morgental to Zürich, Jugendherberge"
66,"Zürich, Thujastrasse to Zürich, Brunau/Mutschellenstr."
66,"Zürich, Brunau/Mutschellenstr. to Zürich, Hügelstrasse"
66,"Zürich, Hürlimannplatz to Zürich, Brandschenkestrasse"
66,"Zürich, Waffenplatz-/Bederstr. to Zürich, Hürlimannplatz"
66,"Zürich, Brandschenkestrasse to Zürich, Sihlstrasse"
70,"Zürich, Bahnhof Leimbach to Zürich, Marbachweg"
70,"Zürich, Frymannstrasse to Zürich, Bahnhof Leimbach"
